id,word,part_of_speech,modern_definition,usage_example,synonyms,antonyms,collocations,french_equivalent,russian_equivalent,cefr_level,pronunciation,is_mastered,date_added,story_text,contrastive_opening,structural_analysis,common_collocations,metadata,definitions,variant_forms,semantic_field,english_synonyms,english_antonyms,french_synonyms,french_root_cognates,russian_synonyms,russian_root_cognates,common_phrases,story_intro,learning_status
42,scattershot,adjective,lacking focus or organization; covering many things in a random or haphazard way.,His scattershot approach to problem-solving wasted time and resources.,"{haphazard,indiscriminate,unfocused,broad-brush,random}","{targeted,systematic,methodical,precise,focused}",{},désordonné — disorganized; 'à la volée' captures the sense of randomness.,"беспорядочный (besporyadochnyy) — chaotic, lacking order.",C1,,f,2025-10-20 22:04:31.78207,,,‘Scattershot’ marks the moralization of precision. What began as a hunter’s pattern of spread became a culture’s anxiety about control and coherence.,"{""scattershot approach — unfocused or uncoordinated method (management, policy)"",""scattershot strategy — diffuse plan lacking prioritization (business, politics)"",""scattershot criticism — broad, indiscriminate attack (journalism, debate)""}",{},"{""primary"": ""Covering a wide area or range without clear focus or direction."", ""tertiary"": ""Figurative: attempting too much or acting without strategic aim."", ""secondary"": ""Random or haphazard; lacking method or precision.""}",{},"{randomness,diffusion,""lack of focus"",breadth,chaos}",{},{},"{désordonné,épars,aléatoire}","{disperser,tir,éparpiller}","{разбросанный,хаотичный,беспорядочный}","{""разброс — scatter""}","{""scattershot approach — effort without aim."",""scattershot policy — governance without focus."",""scattershot criticism — wide but shallow attack.""}","Scattershot lives in the moment before aim. He bursts outward—bright, loud, everywhere at once. He’s energy without a center, ambition before direction. Some call him reckless; others, free. He doesn’t choose a single path—he takes them all, and lets the world decide what lands.",learned
464,cheer,,,,,,{},,,,,f,2025-10-25 18:31:27.463732,,,,,,,,,,,,,,,,,unmastered
465,joy,,,,,,{},,,,,f,2025-10-25 18:31:27.4646,,,,,,,,,,,,,,,,,unmastered
466,lightness,,,,,,{},,,,,f,2025-10-25 18:31:27.465533,,,,,,,,,,,,,,,,,unmastered
467,appal,,,,,,{},,,,,f,2025-10-25 18:31:27.466413,,,,,,,,,,,,,,,,,unmastered
468,pale,,,,,,{},,,,,f,2025-10-25 18:31:27.467787,,,,,,,,,,,,,,,,,unmastered
469,lumbering,adjective,"moving in a slow, heavy, awkward way.",The lumbering bear crashed through the undergrowth.,"{clumsy,awkward,ungainly,clodding,plodding}","{graceful,agile,nimble,elegant,swift}",{},lourd — heavy in movement; 'se déplacer lourdement' for the action.,неуклюжий (neuklyuzhiy) — clumsy or awkward in movement.,B2,,f,2025-10-25 18:31:27.499625,,,"Lumbering moved from stored goods to falling timber to moving creatures to industrial machines. It's the story of weight finding motion, of bulk becoming gait.","{""lumbering bear — large animal moving heavily (natural description)"",""lumbering giant — oversized thing or person moving awkwardly (figurative)"",""lumbering through — moving heavily through space or effort (narrative writing)""}",{},"{""primary"": ""Moving in a heavy, ungraceful manner, often with a sense of size or weight."", ""tertiary"": ""Metaphorically, suggesting a process or system that moves slowly and inefficiencies."", ""secondary"": ""Characterized by slow, awkward, or ponderous movement.""}","{lumber,lumbered}","{movement,weight,awkwardness,slowness,clumsiness}",{},{},"{lourd,maladroit,pesant}","{""lombard — Lombard, relating to northern Italian merchants""}","{неуклюжий,тяжёлый,неловкий}",{},"{""lumbering bear — large animal moving heavily through terrain."",""lumbering giant — oversized thing moving awkwardly."",""lumbering through — moving heavily and deliberately through space.""}","Lumbering is what weight looks like when it moves. He's the sound of too much mass in motion—earth shaking, trees falling, things too big for their own feet. He's not evil, just big. You feel him in the thunder of hooves, in the crash of freight. He makes no apology for his size. The world yields before his slow, certain advance.",unmastered
472,ungainly,,,,,,{},,,,,f,2025-10-25 18:31:27.505347,,,,,,,,,,,,,,,,,unmastered
471,awkward,,,,,,{},,,,,f,2025-10-25 18:31:27.502625,,,,,,,,,,,,,,,,,unmastered
13,inherent,adjective,"existing as a permanent, essential, or characteristic attribute of something.",Risk is inherent in all forms of investment.,"{intrinsic,innate,essential,built-in,fundamental,native}","{external,acquired,extrinsic,adventitious}",{},inhérent — same meaning; formal and philosophical register.,"присущий (prisyushchiy) — innate, belonging naturally to.",C1,,f,2025-10-20 22:04:31.735708,,,"‘Inherent’ shows how a single image—something clinging within—became the foundation for ideas of essence, morality, and structure. It’s the story of adhesion turned into identity.","{""inherent risk — unavoidable or native to a system (finance, engineering)"",""inherent value — fundamental or intrinsic worth (philosophy, economics)"",""inherent right — natural or inborn entitlement (law, ethics)""}",{},"{""primary"": ""Belonging naturally; existing as an essential part of something."", ""tertiary"": ""Philosophical: existing within a substance rather than derived from something external."", ""secondary"": ""Permanently associated with and inseparable from the subject.""}","{inherence,inherently}","{essence,nature,quality,property,identity}",{},{},"{intrinsèque,""propre à""}","{adhérer,cohérent}","{врождённый,свойственный,присущий}",{},"{""inherent risk — unavoidable or native to the system."",""inherent value — philosophical or economic sense of intrinsic worth."",""inherent right — moral and political discourse on innate entitlement.""}","Inherent is the quiet bond between a thing and what it cannot lose. He’s not loud about it—he simply abides. You find him in the weight of stone, in the pulse of justice, in the curve of instinct. He doesn’t add; he dwells. His power is the stillness of what already belongs.",unmastered
70,perfunctory,adjective,"done quickly and without real interest, care, or effort.",He gave a perfunctory nod before leaving the room.,"{cursory,mechanical,superficial,indifferent,unthinking}","{thorough,careful,deliberate,attentive,conscientious}",{},superficiel — lacking depth; 'mécanique' for mechanical sense.,"поверхностный (poverkhnostnyy) — superficial, lacking depth or sincerity.",C2,,f,2025-10-20 22:04:31.835628,,,"‘Perfunctory’ charts the collapse of duty into disaffection. Born in Rome’s ethic of steadiness, he was remade by religion into guilt, and by industry into automation—a mirror of work emptied of its will.","{""perfunctory nod — minimal acknowledgment (social cue)"",""perfunctory smile — forced or insincere expression (emotional detachment)"",""perfunctory task — routine action done without care (workplace idiom)""}",{},"{""primary"": ""Done quickly and without real care or interest; mechanical."", ""tertiary"": ""Indifferent or apathetic in manner or attitude."", ""secondary"": ""Performed merely as a duty or routine; superficial.""}","{perfunctorily,perfunctoriness}","{carelessness,""mechanical action"",habit,routine,insincerity}",{},{},"{superficiel,mécanique}","{fonction,exécution}","{поверхностный,формальный,механический}",{},"{""perfunctory nod — motion without meaning."",""perfunctory smile — performance without warmth."",""perfunctory ritual — habit without heart.""}","Perfunctory walks among us like someone still doing their job long after the reason has gone. He smiles when he’s supposed to, nods when he must, checks the box, moves on. He’s not cruel—just tired. You’ve met him in a rushed 'thanks,' a dry 'sorry,' a promise said without weight. That’s who he is now. But he wasn’t always this way.",unmastered
473,clodding,,,,,,{},,,,,f,2025-10-25 18:31:27.506646,,,,,,,,,,,,,,,,,unmastered
474,plodding,,,,,,{},,,,,f,2025-10-25 18:31:27.508266,,,,,,,,,,,,,,,,,unmastered
475,graceful,,,,,,{},,,,,f,2025-10-25 18:31:27.509406,,,,,,,,,,,,,,,,,unmastered
476,agile,,,,,,{},,,,,f,2025-10-25 18:31:27.510139,,,,,,,,,,,,,,,,,unmastered
477,nimble,,,,,,{},,,,,f,2025-10-25 18:31:27.510876,,,,,,,,,,,,,,,,,unmastered
478,elegant,,,,,,{},,,,,f,2025-10-25 18:31:27.514482,,,,,,,,,,,,,,,,,unmastered
479,swift,,,,,,{},,,,,f,2025-10-25 18:31:27.515246,,,,,,,,,,,,,,,,,unmastered
480,lumber,,,,,,{},,,,,f,2025-10-25 18:31:27.516307,,,,,,,,,,,,,,,,,unmastered
483,scurry,"verb, noun","(verb) to move hurriedly with short, quick steps. (noun) a hurried movement or activity.",The mice scurry into their holes when they hear a sound.,"{hurry,rush,dart,dash,scuttle}","{amble,saunter,stroll,linger}",{},"se précipiter — to rush or hurry, often with quick, short steps.",суетиться (suetit'sya) — to bustle or hurry about.,B2,,f,2025-10-25 18:31:27.544113,,,"Scurry shows how small, urgent movement became the signature gait of everything hunted, busy, or distracted. It's the story of haste made small, of hurry reduced to furtive dash.","{""scurry about — move hurriedly from place to place (descriptive writing)"",""scurry away — hurry off quickly, often in fear (narrative)"",""scurry of activity — a flurry of hurried actions (metaphorical noun)""}",{},"{""primary"": ""To move quickly with short, rapid steps, often suggesting nervousness or urgency."", ""tertiary"": ""(noun) A hurried movement or flurry of activity."", ""secondary"": ""To hurry about busily in a somewhat frantic or disorganized manner.""}","{scurried,scurrying}","{movement,haste,urgency,busyness,smallness}",{},{},"{""se précipiter"",""se dépêcher"",courir}",{},"{суетиться,торопиться,спешить}","{""суета — bustle, fuss""}","{""scurry about — move hurriedly from place to place."",""scurry away — hurry off quickly, often in fear or haste."",""scurry of activity — a flurry of hurried, busy actions.""}","Scurry is motion made small and urgent. He's the dash of tiny feet, the quick panic before flight. He doesn't walk; he scampers. You see him in corners and cracks, in the sudden movement that makes you start. He's not cruel, just quick. His world is hurry—the small hurry of things that must not be caught.",unmastered
486,dart,,,,,,{},,,,,f,2025-10-25 18:31:27.551969,,,,,,,,,,,,,,,,,unmastered
487,dash,,,,,,{},,,,,f,2025-10-25 18:31:27.553569,,,,,,,,,,,,,,,,,unmastered
489,amble,,,,,,{},,,,,f,2025-10-25 18:31:27.556363,,,,,,,,,,,,,,,,,unmastered
490,saunter,,,,,,{},,,,,f,2025-10-25 18:31:27.558395,,,,,,,,,,,,,,,,,unmastered
491,stroll,,,,,,{},,,,,f,2025-10-25 18:31:27.561337,,,,,,,,,,,,,,,,,unmastered
492,linger,,,,,,{},,,,,f,2025-10-25 18:31:27.562611,,,,,,,,,,,,,,,,,unmastered
488,scuttle,,,,,,{},,,,,f,2025-10-25 18:31:27.555031,,,,,,,,,,,,,,,,,unmastered
484,hurry,,,,,,{},,,,,f,2025-10-25 18:31:27.54554,,,,,,,,,,,,,,,,,unmastered
485,rush,,,,,,{},,,,,f,2025-10-25 18:31:27.548921,,,,,,,,,,,,,,,,,unmastered
83,omit,verb,to leave out or exclude intentionally or accidentally.,He omitted the crucial detail from his report.,"{exclude,""leave out"",skip,neglect,ignore}","{include,retain,insert,add}",{},omettre — neutral register; also means 'to skip' or 'neglect'.,опустить (opustit’) — to omit or leave out; also 'to lower'.,B2,,f,2025-10-20 22:04:31.856376,,,"Omit tells the story of absence acquiring meaning. He begins as restraint, becomes sin, turns bureaucratic, and ends editorial—proof that even nothingness, named often enough, becomes an act.","{""sin of omission — failure to act when morally required (theological phrase)"",""lie of omission — misleading silence (moral idiom)"",""errors and omissions — legal formula (contracts, insurance)"",""omit from record — exclusion from documentation (bureaucratic)"",""by omission — framing absence as shaping meaning (rhetorical use)""}",{},"{""primary"": ""To leave out or fail to include."", ""tertiary"": ""To exclude intentionally or accidentally from a record, statement, or act."", ""secondary"": ""To neglect to do or say something that should be done.""}","{omitted,omitting,omission}","{absence,exclusion,neglect,editing}",{},{},"{omettre,négliger}","{commettre,soumettre,permettre}","{опускать,пропускать,упускать}",{},"{""sin of omission — moral failure by inaction."",""lie of omission — deception by silence."",""errors and omissions — legal safeguard."",""omit from record — bureaucratic exclusion."",""by omission — rhetorical presence of absence.""}","Omit is quiet company. He doesn’t strike; he slips away. He’s the space left where something should have been—the pause, the blank, the line forgotten to be drawn. His power is absence itself: what’s unsent, unsaid, undone. He never lies, yet nothing hides better than he does.",unmastered
496,steadfast,adjective,"resolutely unwavering in purpose, loyalty, or faith; firmly fixed in place.",She remained steadfast in her commitment to justice.,"{loyal,faithful,constant,unwavering,resolute,firm}","{fickle,unreliable,wavering,inconstant,unstable}",{},"constant — unchanging, loyal; 'fidèle' for faithfulness.","стойкий (stoykiy) — steadfast, firm; 'непоколебимый' for unwavering.",C1,,f,2025-10-25 18:31:27.607119,,,"Steadfast moved from physical position to moral constancy to romantic devotion to authentic selfhood. It's the story of standing that became staying, of place that became promise.","{""steadfast friend — loyal and reliable companion (descriptive, character)"",""steadfast loyalty — unwavering faithfulness to a cause or person (formal writing)"",""remain steadfast — persist firmly in purpose or belief (formal, moral discourse)""}",{},"{""primary"": ""Firmly fixed in position or purpose; not likely to change or waver."", ""tertiary"": ""Characterized by unwavering determination or resolve."", ""secondary"": ""Loyal and committed, especially in the face of difficulty or opposition.""}","{steadfastly,steadfastness}","{loyalty,constancy,firmness,faithfulness,resolve}",{},{},"{constant,fidèle,inébranlable}","{stable,constance}","{стойкий,непоколебимый,верный}","{""стоять — to stand""}","{""steadfast friend — loyal and reliable companion who does not waver."",""steadfast loyalty — unwavering faithfulness to a cause, person, or principle."",""remain steadfast — persist firmly in purpose, belief, or commitment despite challenges.""}","Steadfast is the unmovable heart. He's the oath that does not break, the belief that weathers storm. He doesn't shout his loyalty; he simply stands. You find him in promises kept, in causes held when others fade. He's not stubborn but true—the friend who stays when everyone else goes, the faith that endures when doubt walks in. His power is constancy. His virtue is time.",unmastered
497,loyal,,,,,,{},,,,,f,2025-10-25 18:31:27.608596,,,,,,,,,,,,,,,,,unmastered
498,faithful,,,,,,{},,,,,f,2025-10-25 18:31:27.611243,,,,,,,,,,,,,,,,,unmastered
499,constant,,,,,,{},,,,,f,2025-10-25 18:31:27.613015,,,,,,,,,,,,,,,,,unmastered
500,unwavering,,,,,,{},,,,,f,2025-10-25 18:31:27.61769,,,,,,,,,,,,,,,,,unmastered
501,resolute,,,,,,{},,,,,f,2025-10-25 18:31:27.619884,,,,,,,,,,,,,,,,,unmastered
502,firm,,,,,,{},,,,,f,2025-10-25 18:31:27.621367,,,,,,,,,,,,,,,,,unmastered
503,fickle,,,,,,{},,,,,f,2025-10-25 18:31:27.622792,,,,,,,,,,,,,,,,,unmastered
504,unreliable,,,,,,{},,,,,f,2025-10-25 18:31:27.623755,,,,,,,,,,,,,,,,,unmastered
505,wavering,,,,,,{},,,,,f,2025-10-25 18:31:27.624777,,,,,,,,,,,,,,,,,unmastered
506,inconstant,,,,,,{},,,,,f,2025-10-25 18:31:27.625694,,,,,,,,,,,,,,,,,unmastered
507,unstable,,,,,,{},,,,,f,2025-10-25 18:31:27.626588,,,,,,,,,,,,,,,,,unmastered
508,steady,,,,,,{},,,,,f,2025-10-25 18:31:27.627586,,,,,,,,,,,,,,,,,unmastered
509,stead,,,,,,{},,,,,f,2025-10-25 18:31:27.628645,,,,,,,,,,,,,,,,,unmastered
510,stand,,,,,,{},,,,,f,2025-10-25 18:31:27.631704,,,,,,,,,,,,,,,,,unmastered
511,elucidate,verb,to make clear and explain; to shed light on something that is obscure or difficult to understand.,The professor elucidated the complex theory in terms that everyone could understand.,"{explain,clarify,illuminate,expound,unfold,explicate}","{obscure,confuse,muddle,bewilder,complicate}",{},"élucider — same meaning; formal, academic register.",объяснить (obyasnit') — to explain or clarify; 'разъяснить' for detailed clarification.,C2,,f,2025-10-25 18:31:27.642254,,,"Elucidate traces the journey from passive brightness to active illumination. Starting as the quality of being clear, it became the act of making clear—from light received to light deliberately cast.","{""elucidate the meaning — explain the significance (academic, formal writing)"",""elucidate on — provide detailed clarification about (scholarly discourse)"",""elucidate a concept — make an idea clear through explanation (educational context)""}",{},"{""primary"": ""To make something clear or easy to understand by explanation."", ""tertiary"": ""To unfold or reveal meaning through systematic explanation."", ""secondary"": ""To provide clarity and illumination on a complex or obscure subject.""}","{elucidated,elucidating,elucidation,elucidative}","{explanation,clarity,light,understanding,revelation}",{},{},"{éclaircir,clarifier,expliquer}","{lucide,luminosité}","{разъяснить,просветить,осветить}","{""свет — light"",""ясный — clear""}","{""elucidate the meaning — explain significance or interpretation."",""elucidate on — provide detailed clarification or expansion."",""elucidate a concept — make an idea clear through systematic explanation.""}","Elucidate is the breaking of dawn over confused minds. He arrives quietly, bringing light where shadows gathered. He doesn't force understanding; he removes the veil. You find him in patient teachers, in clear arguments, in moments when the complex suddenly yields its secret. His gift is illumination—not the sudden flash but the steady glow that reveals what was always there, waiting to be seen.",unmastered
512,explain,,,,,,{},,,,,f,2025-10-25 18:31:27.646223,,,,,,,,,,,,,,,,,unmastered
513,clarify,,,,,,{},,,,,f,2025-10-25 18:31:27.647567,,,,,,,,,,,,,,,,,unmastered
514,illuminate,,,,,,{},,,,,f,2025-10-25 18:31:27.649078,,,,,,,,,,,,,,,,,unmastered
515,expound,,,,,,{},,,,,f,2025-10-25 18:31:27.663944,,,,,,,,,,,,,,,,,unmastered
516,unfold,,,,,,{},,,,,f,2025-10-25 18:31:27.666907,,,,,,,,,,,,,,,,,unmastered
517,explicate,,,,,,{},,,,,f,2025-10-25 18:31:27.669817,,,,,,,,,,,,,,,,,unmastered
519,confuse,,,,,,{},,,,,f,2025-10-25 18:31:27.676547,,,,,,,,,,,,,,,,,unmastered
520,muddle,,,,,,{},,,,,f,2025-10-25 18:31:27.68002,,,,,,,,,,,,,,,,,unmastered
521,bewilder,,,,,,{},,,,,f,2025-10-25 18:31:27.680973,,,,,,,,,,,,,,,,,unmastered
522,complicate,,,,,,{},,,,,f,2025-10-25 18:31:27.681866,,,,,,,,,,,,,,,,,unmastered
523,lucid,,,,,,{},,,,,f,2025-10-25 18:31:27.682804,,,,,,,,,,,,,,,,,unmastered
524,lucidity,,,,,,{},,,,,f,2025-10-25 18:31:27.683797,,,,,,,,,,,,,,,,,unmastered
525,elucidation,,,,,,{},,,,,f,2025-10-25 18:31:27.684693,,,,,,,,,,,,,,,,,unmastered
526,translucent,,,,,,{},,,,,f,2025-10-25 18:31:27.685619,,,,,,,,,,,,,,,,,unmastered
